Pan-European High Resolution Image Mosaic;copernicus_high-resolution-image-mosaic_s;The Copernicus European High Resolution (HR) image mosaics provides coverage over the EEA38 member countries and the United Kingdom in the following spatial resolutions: 5-, 10- and 20 meters. The mosaics are primarily used as input data in the production of various Copernicus Land Monitoring Service (CLMS) datasets and services, such as land cover maps and high-resolution layers on land cover characteristic and can be also useful for CLMS users for visualizations and classifications on land.##For the input imagery provided by ESA HR Image Mosaic 2006, 2009 and 2012 are only available as web services (WMS) and not for data download.##Since the pan-European HR Mosaic 2018 is created exclusively from Sentinel-2 data, the imagery can be downloaded from The Copernicus Open Access Hub (mission ongoing since 2015) at https://scihub.copernicus.eu/. Global Sentinel-2 Image Mosaics Hub at https://land.copernicus.eu/imagery-in-situ/global-image-mosaics/ can be also used to automatically create mosaics over the area of interest.;2cbbc747-bbf6-4d33-82ed-697500fae8c6,5cd6ec30-63d5-4eac-9dfe-46ae106b0880,7c63f6ac-5427-46af-84ff-b6d139919a33,08b8793b-2815-4902-9163-d353baeb7c96,fc913ec2-7d55-4958-aaba-1169a9de3b9e,f0fd46fb-bd19-4e37-b6be-a3f75c84ccb9,f97a2763-748c-4687-a141-685e954eb2dd
Population trend of bird species: datasets from Article 12, Birds Directive 2009/147/EC reporting;eea_birds-directive-art12_s;All EU Member States are requested to monitor birds listed in the Birds Directive (2009/147/EC) and send a report about the progress made with the implementation of the Directive every 6 years following an agreed format.#The assessment of breeding population short-term trend at the level of country is here presented. The spatial dataset contains gridded birds distribution data (10 km grid cells) as reported by EU Member States. The dataset is aggregated by species code and country in the attribute CO_MS. By use of the aggregated attribute [CO_MS], the tabular data can be joined to the spatial data to obtain e.g. the EU population status and trend.##This metadata refers to both public datasets and to dataset with restricted access only to be used internally by EEA.;e2face16-f352-4aff-9e4f-0ad1306f89b5,7c2dd14f-60b6-4009-aca8-5d20300479a9,97230d40-cfd3-46ba-b66f-f87144231096,14b3fcc5-40a6-4235-a6c4-5c49c535cf60,eea-data-and-maps-data-article-12-database-birds-directive-2009-147-ec-1
Conservation status of habitat types and species: datasets from Article 17, Habitats Directive 92/43/EEC reporting;eea_habitats-directive-art17_s;All Member States are requested by the Habitats Directive (92/43/EEC) to monitor habitat types and species listed in its annexes and send a report every 6 years following an agreed format. The assessment of conservation status is based on information about the status and trends of species populations and of habitats at the level of the biogeographical or marine region. The spatial dataset contains habitat and species distribution data (10km grid cells) as reported by Member States for the 2013-2018 period. This metadata refers to:#1) the public dataset, without sensitive species,#2) the full dataset, which includes data on sensitive species. This dataset is with restricted access only to be used internally by EEA.;9f71b3e3-f8ec-442b-a2d5-c3c190605ac4,1489fa52-bfec-4060-965d-3a7ce2d900ac,7fc458f8-40e1-4528-87bf-62ef0896fbb3,c5a34b5e-8ac7-4f3d-be3c-dd2d18b0d076,eea-data-and-maps-data-article-17-database-habitats-directive-92-43-eec-2
Biogeographical regions;eea_biogeo-regions_s;The biogeographical regions dataset contains the official delineations used in the Habitats Directive (92/43/EEC) and for the EMERALD Network set up under the Convention on the Conservation of European Wildlife and Natural Habitats (Bern Convention).##Biogeographical boundaries were obtained from the EU Member States and from the Emerald Network countries. These were merged together to produce a European wide map of the biogeographical regions independent of political boundaries. A number of the regions were updated during the work under Article 17 of the Habitats Directive (92/43/EEC) and in 2010 the Standing Committee to the Bern Convention adopted a number of changes according to progress in the setting-up of the Emerald Network.;c6d27566-e699-4d58-a132-bbe3fe01491b,eea-data-and-maps-data-biogeographical-regions-europe-3
Nationally designated areas (CDDA);eea_cdda_s;The European inventory of Nationally designated areas (CDDA) holds information about designated areas and their designation types, which directly or indirectly create protected areas. The CDDA is the official source of protected area information from the 38 European member countries to the World Database of Protected Areas (WDPA). The CDDA data can be queried online in the European Nature Information System (EUNIS).;c0c9663b-ea1c-4068-b8b5-533f40539bdf,c2a68bc9-543a-4cab-a168-aa20ce0d6951,eea-data-and-maps-data-nationally-designated-areas-national-cdda-16
Natura 2000 data - the European network of protected sites;eea_natura2000_s;Natura 2000 is an ecological network of protected areas, set up to ensure the survival of Europe's most valuable species and habitats. Natura 2000 is based on the 1979 Birds Directive and the 1992 Habitats Directive. Natura 2000 is the key instrument to protect biodiversity in the European Union.##The European database of Natura 2000 sites consists of a compilation of the data submitted by the Member States of the European Union and is generally updated once a year.;b1777027-6c85-4d19-bdf2-5840184d6e13,eea-data-and-maps-data-natura-13
Assessment of contamination status using CHASE+;eea_contaminant-status-chase_s;This dataset presents the resulting assessment grid (based on the EEA reference grid) with the classification of chemical status of the transitional, coastal and marine waters in the context of the Water Framework Directive (WFD) and the Marine Strategy Framework Directive (MSFD). This classification has been performed using the CHASE+ tool, with classifications of the matrices ‘water’, ‘sediment’ and ‘biota’ and indicators of ‘biological effects’, as well as an integrated classification of chemical status, combining results of all matrices. The chemical status is evaluated in five classes, where NPAhigh and NPAgood are recognised as ‘non-problem areas’ and PAmoderate, PApoor and PAbad are recognised as ‘problem areas’.;3feffd63-ab0b-4f03-84e8-b2c324c93bbe,2bf95800-8b2e-4edf-9a45-05860300f002,fc018b57-05ba-4692-b96b-809983a3a983,5d2e8632-245e-41ad-9a7b-be78f4f4597d,0f5f5180-8546-4bc9-979f-3039e850f23a,dfe9061b-84ad-4ef1-ba83-519ab61ebb40,cd87cd22-0a6f-499b-9e27-9691e6e46030,e542e9a1-715a-48e2-8c6c-d8a30541ca93,49eb412e-3002-492c-8323-ab5cac07fc40
Emerald Network data - the Pan-European network of protected sites;eea_emerald_s;The Emerald Network is an ecological network made up of Areas of Special Conservation Interest. The objective of the Emerald Network is the long-term survival of the species and habitats. The Emerald Network consists of the Areas of Special Conservation Interest (ASCI) designated under Recommendation No. 16 (1989) and Resolution No. 3 (1996) of the Standing Committee to the Bern Convention.##The Emerald Network aggregated database is updated annually.;19a55fb5-7189-4a50-8ff7-d5692bfab9ac,eea-data-and-maps-data-emerald-network-data
Bathing water quality in Europe;eea_bathing-water-quality_s;The EU Bathing Waters Directive requires Member States to identify popular bathing places in fresh and coastal waters and monitor them for indicators of microbiological pollution (and other substances) throughout the bathing season which runs from May to September. The data set presents the latest information as reported by the Member States for the current bathing season, as well as some historical data since 1990.;6b7b7f62-659f-4df7-8b54-88c5113a9400,eea-data-and-maps-data-bathing-water-directive-status-of-bathing-water-13
Ecosystem types of Europe;eea_ecosystem-types-of-europe_s;The 'Ecosystem types of Europe' datasets combines the Copernicus land service portfolio, marine bathymetry and seabed information with the non-spatial EUNIS habitat classification for a better biological characterization of ecosystems across Europe.##The datasets aims to contribute to a better biological characterization of terrestrial and marine ecosystems across Europe (EEA-38 and United Kingdom). It represents probabilities of EUNIS (EUropean Nature Information System) habitat presence in terrestrial, freshwater and marine ecosystems. The work supports the Mapping and Assessment of Ecosystems and their Services (MAES), Action 5 of Target 2 the EU Biodiversity Strategy to 2020, established to achieve the Aichi targets of the Convention of Biological Diversity (CBD).;faff2281-1fca-4548-89d8-c8ec0c507bc7,aa791cf1-ead5-4364-b0c3-4c54dc83c7e4,7c0cf3f2-ab54-4cd0-a635-b322df7197f6,2f117cba-a2dd-49d2-af86-4cb52ba56ed0
High Nature Value (HNV) farmland;eea_hnv-farmland_s;The concept of High Nature Value (HNV) farmland ties together biodiversity to the continuation of farming on certain types of land and the maintenance of specific farming systems. The general goal of the data set is to enhance the European map of HNV farmland 2000 that shows the estimated distribution and presence likelihood of HNV farmland across the whole European territory. The HNV farmland map aims to gain a better insight into the distribution and extent of farmland that holds a special biodiversity value, and to develop a more effective tool for carrying out further analyses on spatial and time trends.;34149223-a7f8-49bd-8037-91a67bb66c74,4b3a3319-4db3-4a33-b18d-2ba55b3fe2ce,e351cfa6-0d4d-4481-8e08-060dcb638170,f1a254a9-574c-4ee8-b4f2-944508143575,82feb669-ebb9-4601-8a84-9e1fe0ae2e2c,871dce9f-5082-4d4a-b130-b58e20769449,396a3e2c-3542-4cdd-a6cf-63da91b2e6ff,eac75b71-3c41-4133-8ec0-2a983e5f8f1c,902043ca-1683-4eea-91b9-1efab31d1f5e,eea-data-and-maps-data-high-nature-value-farmland-1
Corine Land Cover accounting layer;eea_clc-accounting_s;The Corine Land Cover status layers are modified for the purpose of consistent statistical analysis in the land cover change accounting system at EEA. Corine Land Cover (CLC) data are produced from 1986 for the European (EEA member or cooperating) countries. Pan-European CLC and CLCC data are available as vector and raster products.;0827ac40-6a01-4ae7-84fe-7f88180c3e2b,fa9bd2f5-8006-42e7-8090-7b9f9b09bf29,b88947f8-8270-425e-b902-2f377f747857,cc388e86-097a-4474-957f-da9397fe3fbb,5a5f43ca-1447-4ed0-b0a6-4bd2e17e4f4d
WISE Water Accounts Spatial Units;eea_water-accounts-spatial_s;The Water Accounts Spatial Units dataset is an extraction of the European catchments and Rivers network system (ECRINS), aggregation catchments and reference layers. It contains 117 river basins extracted from the ECRINS functional river basin districts (EcrAgg). The Ecrins river basin districts are delineated according to the hydrological thresholds and do not necessarily follow administrative boundaries. The main purpose of the data set is to display the EEA water accounts outputs at the river basin level.;f86c56e9-d8a0-42ba-b1c7-31ad8a17d00e
Annual start of vegetation growing season and trends;eea_vegetation-growing-season-start_s;This is the time series of the start of the vegetation growing season (day of the year) and the derived linear trends in the start of the vegetation growing season (in day / year). The start of the growing season time-series is based on the time series of the Plant Phenology Index (PPI). The PPI index is optimized for efficient monitoring of vegetation phenology and is derived from the source MODIS data using radiative transfer solutions applied to the reflectance in visible-red and near infrared spectral domains. The start of season indicator is based on calculating the start of the vegetation growing season from the annual PPI temporal curve.;f4b01c76-29f7-4075-b13f-5dc5a9c18ae2,f5e0c7e9-7c44-477f-950b-7c092fa0f7a8
EEA coastline for analysis;eea_eea-coastline-analysis_s;The series of EEA coastline datasets has been created for detailed analysis. The coastline is a hybrid product obtained from satellite imagery from two projects: EUHYDRO (Pan-European hydrographic and drainage database) and GSHHG (A Global Self-consistent, Hierarchical, High-resolution Geography Database), as well as some manual amendments to meet requirements from EU Nature Directives, Water Framework Directive and Marine Strategy Framework Directive.;db4cfdd3-0687-4460-a2c7-fd10ca29c214,9faa6ea1-372a-4826-a3c7-fb5b05e31c52
Land cover flows;eea_land-cover-flows_s;The land cover flows covers several periods for the EEA38 member states and the United Kingdom. Land cover flows summarizes and interpret the 1892 possible one-to-one changes between the 44 CORINE land cover datasets. The changes are grouped to so called flows of land cover and are classified according to major land use processes.;c7f0d613-2ec6-43c7-870b-6062652548f1,835d25e0-b9dc-4fb9-a8b6-f9e5336fa357,76f83b84-39da-4628-b71a-a5c289603df8,6da47390-b00c-4cb8-b5cc-df46f2c60260,eea-data-and-maps-data-land-cover-flows-based-on-corine-land-cover-changes-database-1990-2000-1
Soil moisture deficit during vegetation growing season;eea_soil-moisture-vegetation-growing-season_s;The dataset consists of a collection of annual soil moisture (SM) anomalies during the vegetation growing season (GS) for the years 2000-2019 across EEA 38 area and the United Kingdom. The vegetation growing season is defined by EEA´s phenology data series "Vegetation growing season length 2000-2016", available in the EEA website and in this catalogue.;a21e58ad-ff91-436c-866a-fcbcf2615841
EEA Marine Assessment Grid;eea_marine-assessment-grid_s;The Marine reference grid is based on the EEA reference grid. The Marine reference grid is the basis for marine assessment results that have been spatially mapped to the grid in order to ensure that data can be compared in a uniform way across the European regional seas.;84d1f816-1913-45b1-94b7-a5721a18296c
Waterbase - UWWTD: Urban Waste Water Treatment Directive – reported data;eea_uwwtd_s;The Urban Waste Water Treatment Directive concerns the collection, treatment and discharge of urban waste water and the treatment and discharge of waste water from certain industrial sectors. The objective of the Directive is to protect the environment from the adverse effects of the above mentioned waste water discharges.;7c26ff2c-d1b1-4533-95e6-29b34d29fe0e,2ec2dd54-91a7-4eb2-9736-0947dbfb6a18,6693b59b-8988-4b69-8f58-81f73cc74022,aca29c10-fcbf-4be6-82ca-c2dd7adc2974,53f1d42c-6dbb-4515-ae88-32888d0ba03e,df6e5e64-f9fb-41e6-9333-855c13e4808c,eea-data-and-maps-data-waterbase-uwwtd-urban-waste-water-treatment-directive-8
Landscape fragmentation Effective Mesh Density time series;eea_landscape-fragmentation-effective-mesh-density_s;The effective mesh density (seff) is a measure of the degree to which movement between different parts of the landscape is interrupted by a Fragmentation Geometry (FG). FGs are defined as the presence of impervious surfaces and traffic infrastructure, including medium sized roads. The more FGs fragment the landscape, the higher the effective mesh density hence the higher the fragmentation.;25f51134-c776-43c4-bba7-75dcd75082c6,493f3285-25ff-4a51-8620-59ac50613117,2e842c1e-d914-4533-8db0-039bfbaffaff,e302cc81-7167-4a2a-9458-a3b8de9c62d6
Annual above ground vegetation productivity and trends;eea_above-ground-vegetation-productivity_s;The raster data addresses the trends in land surface productivity and the temporal trend in above ground vegetation biomass productivity. For the trends in land surface productivity data has been derived from remote sensing observed time series of vegetation indicies. The vegetation biomass productivity data is based on the time series of the Plant Phenology Index (PPI).;29ae2d47-7af2-4c09-ba5f-e2fbb7c2b0d1,42012fdb-4612-41fb-a8f2-a195692ecf24
Annual vegetation growing season length and trends;eea_vegetation-growing-season-length_s;The data sets addresses trends in the season length of land surface vegetation derived from remote sensing observed time series of vegetation indices. The vegetation index used in the indicator is the Plant Phenology Index. The temporal trend in the length of the vegetation growing season is based on the time series of the Plant Phenology Index (PPI);1be91ed4-2eb1-46d6-8453-5246c9e9d446,4635cd57-65d9-47b4-b18e-98a781ef27bb
Concentrations of heavy metals and nutrients in agricultural soils;eea_heavy-metals-nutrient-agri-soil_s;The concentration of heavy metals and nutrients in agriculture soil contains:#1) current and critical metal concentrations and its exceedances in topsoils, as well as data related to the current and critical metal inputs to and outputs from soils (uptake, accumulation and leaching) and the resulting exceedances of critical metal inputs. The metals included in this data set are cadmium (Cd), copper (Cu), lead (Pb) and zinc (Zn). #2) The series contains the current nitrogen (N) and critical phosphorus (P) concentrations and their exceedances of the current and required Nitrogen Use Efficiencies (NUE) in Europe.;044814bf-0a21-41f7-83bd-596f3afb364d,f23391fd-2524-42be-91cb-27d930d6a099
Combined effects of pressures on marine species and habitats in Europe's seas;eea_combined-activities-pressures-seas_s;This data presents the potential combined effects of human activities and pressures on marine species and habitats estimated using the method for assessment of cumulative effects, for the entire suite of pressures and a selected set of marine species groups and habitats by an index. The raster dataset consists of a division of the Europe's seas in 10km and 100 km grid cells, which values represents the combined effects index values for pressures caused by human activities. The relative values indicate areas where the pressures potentially affect the marine ecosystem.;6bea3720-f2dc-4e64-813c-80f89eeff019,231a62c7-f2fb-4e7b-b805-4ce06f4f61db,fc96c6c8-8832-4908-b634-522403aca882
Coastal zones derived from Corine Land Cover;eea_coastal-zones-clc_s;This is the coastal zone land surface region from Europe, derived from the coastline towards inland, as a series of 10 consecutive buffers of 1km width each. The coastline is defined by the extent of the Corine Land Cover 2018 (raster 100m) version 20 accounting layer.;fee1dd1a-b65b-4d01-9f54-00c080f9e151,4c1baca3-6494-4463-9958-dc4d8d15bbab,f68623ca-c1ff-44b6-a582-14872f43fc93,1ae48a16-89b7-4568-aae8-2308f254e2cf,b95f9c1f-00b2-4eb6-b890-3f5e11bc8c7b
Biodiversity condition in Europe's seas (BEAT+);eea_biodiversity-condition-beat_s;The BEAT+ tool builds on the EEA assessment tools developed and applied in the context of assessing the degree of contamination (CHASE+), eutrophication (HEAT+) and biodiversity (BEAT+) in Europe's seas. BEAT+ makes use of the same data sets and threshold values used in these assessments but recombines these in a new framework that addresses 'biodiversity condition'. The BEAT+ data is spatially mapped to the EEA Marine reference grid;70064384-f3b7-49ad-b137-bdf31af82158
Pan-European Very High Resolution Image Mosaic;copernicus_very-high-resolution-image-mosaic_s;This is the pan-European Very High Resolution (VHR) Image Mosaics. The mosaics are seamless mosaics of the VHR dataset, based on watershed segmentation of image overlaps. The mosaic primarily is used as input data in the production of various Copernicus Land Monitoring Service (CLMS) datasets and services, such as land cover maps and high resolution layers on land cover characteristic and can be also useful for CLMS users for visualizations and classifications on land. Due to license restrictions, VHR Image Mosaic 2018 is only available as a web service (WMS), and not for data download.;2d291b41-9ec8-4bf7-9582-b24c130deffe,455be6a0-d6cf-42c3-a28f-e024abc8227f
High Resolution Layer: Forest Type;copernicus_hrl-forest-type_s;The High Resslution Layer on forest type consist of three types of (status) products and additional change products. The status products are available for several years and covers: 1) Tree cover density (providing level of tree cover density in a range from 0-100%); 2) Dominant leaf type providing information on the dominant leaf type: broadleaved or coniferous; 3) A Forest type product. Also included in the serires is a High Resolution Layer Forest Type at 100m spatial resoluton. This is an aggregated version the FTY layer at 10m spatial resolution fully aligned with the EEA reference grid, and provides a forest classification with 3 thematic classes (all non-forest areas / broadleaved forest / coniferous forest). The dataset is provided as a full mosaic covering EEA38 member countries and the United Kingdom.;8367f5f3-5eb1-4d89-ae8d-13a70fc834e0,894c9189-b35f-4ced-8bd2-12ed6b72fa4c,8111fc53-934b-4e6a-afc7-d11664c5ebc3,ab0e6d0b-699c-473d-bd5e-e5c634c8f99c,db1af59f-f01f-4bd4-830c-f0eb652500c1,59b0620c-7bb4-4c82-b3ce-f16715573137
High Resolution Layer: Grassland;copernicus_hrl-grassland_s;This data covers the main high resolution grassland products - the Grassland layers - grassland/non-grassland masks for the EEA38 member countries and United Kingdom for various years. This grassy and non-woody vegetation baseline product includes all kinds of grasslands: managed grassland, semi-natural grassland and natural grassy vegetation. It is a binary status layer for mapping grassland and all non-grassland areas in 20m and (aggregated) 100m pixel size and in 10m and (aggregated) 100m pixel size depended on the selected year.;b77b7ce3-04f8-44ae-aaae-b5e5af0f9682,35a036bb-c027-401c-8625-2ecf722e8461,5ebf3d6e-b148-4d22-b5e5-173a9d8fd661,60639d5b-9164-4135-ae93-fb4132bb6d83,a0925bc0-d3d8-49af-ba9d-c4f1cf2b654d
